arm,run,step,val_acc,resp_len,resp_len_clip_frac,entropy,grad_norm,lr,pg_loss,distill_loss,eos_p_at_stop,eos_q_at_stop,eos_p_mean,eos_q_mean,eos_sampled_is_stop,eos_missing,entropy_student,entropy_teacher_topk,entropy_gap_abs,delta_ell_p50,delta_ell_p95,overlap_ratio,overlap_student_mass,overlap_teacher_mass,reward_mean,time_per_step_s,tokens
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,11,,4115.6875,0.0546875,0.7800037264823914,12.621200561523438,1e-06,-0.3241747247520834,-0.2985007656534435,0.4270520979043795,0.3682861734105245,0.0005339710332918912,0.00014855406541869343,0.00022888351986694033,0,0.7740074442845071,0.30629256879910827,0.4958062910591252,0.013054314994064953,2.199347502675664,0.5093332082033157,0.9686043541878462,0.9852377083152533,0.234375,356.7014166135341,543785
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,12,,3970.109375,0.046875,0.946002721786499,12.622213363647461,1e-06,-0.3769846698269248,-0.318143792450428,0.4557965373800647,0.4185423553590813,0.0004919343764120112,0.0001572584400337878,0.00023974818900422825,0,0.9587757587432861,0.4184695926885451,0.569091921852481,0.013092840049085357,2.302531401957235,0.5338188361737036,0.9610199409146463,0.9757568970803292,0.296875,347.37163275294006,525604
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,13,,3439.3984375,0.0390625,1.330500602722168,8.861360549926758,1e-06,-0.4036130658350885,-0.2139011927647516,0.40694571093276694,0.3456106491524864,0.00044836214645463905,0.00015409306246441347,0.00027975946216395606,0,1.339190944477364,0.48269513387370994,0.8827949122146324,0.011771972313807864,2.03360819209505,0.5299241145451864,0.9225822344974235,0.9412470746923376,0.2578125,305.2716017253697,458012
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,14,,3802.7265625,0.0546875,1.4439995288848877,9.189055442810059,1e-06,-0.3525817805202678,-0.21218973497161642,0.3764362545876667,0.31441826964246816,0.00046023643417043034,0.00014547838911531817,0.0002456161912113171,0,1.440774830507821,0.5075150477410905,0.9594183843582869,0.0121629205532372,2.0645516480897266,0.5316884003836533,0.9129121961264774,0.9307112303273432,0.2578125,326.6161468811333,502503
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,15,,4512.0859375,0.0546875,1.8413410186767578,8.114869117736816,1e-06,-0.3169574439525604,-0.16937034003422013,0.3980663762161774,0.35778443290650036,0.000423229543438148,0.00013066736860309903,0.00020933506519733264,0,1.8832743108272552,0.5952189853547939,1.309170141922576,-0.012035573272234095,1.9152916959229125,0.5405645046915327,0.8689097046852112,0.88658629826137,0.25,394.12999009899795,593065
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,16,,4426.6640625,0.0546875,1.5376405715942383,9.042126655578613,1e-06,-0.38763457094319165,-0.28005536786076846,0.4131841922385052,0.34481570784982174,0.0004458998487012543,0.00014348689289617514,0.00021121089187491795,0,1.5668767304981457,0.48722383248455386,1.099487701759619,0.0052115934222991414,2.2311294815119576,0.5396339297294617,0.9037286805755952,0.9239253769902622,0.3515625,379.5814215429127,583004
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,17,,4459.15625,0.078125,2.020601749420166,4.56876277923584,1e-06,-0.37841693637892604,-0.18750626110704616,0.27301769548734334,0.2779234573581996,0.00042004963817068045,0.00012565800224873623,0.00020373500977738704,0,2.0442291025948873,0.5766801688381854,1.4811506310806555,0.005645517104098604,1.8967080312876907,0.5292089480687591,0.8584043260882882,0.8863684675272774,0.2890625,382.4567709546536,586032
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,18,,3945.4609375,0.0703125,2.388916015625,4.422732353210449,1e-06,-0.3542873077094555,-0.13366705778753385,0.31707512636979424,0.31204857379198075,0.00041908842965009775,0.00013443953501640255,0.0002330916788196191,0,2.4100549042224886,0.696708511809508,1.7263106326262156,-0.017968563712202013,1.8840757528940837,0.556614167491595,0.827903746565183,0.8559036523103714,0.2890625,334.8754580616951,521640
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,19,,3845.4609375,0.046875,1.678356409072876,5.198400020599365,1e-06,-0.4584702990250662,-0.30118975206278265,0.3413493834431089,0.3649973906295524,0.000471521635093571,0.00014601635265686734,0.0002465500280474468,0,1.6954043984413147,0.5065639828642209,1.2004204909006755,0.03276276784017682,2.2216941078503925,0.5383452405532201,0.8977415382862091,0.9310898254315059,0.3125,327.563461586833,508987
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,20,,4549.2734375,0.0625,1.3612890243530273,4.850010871887207,1e-06,-0.39014091272838414,-0.3119297984230798,0.3636126092502049,0.4203509561372422,0.0004424127978771659,0.0001344329245824838,0.0002051742988572057,0,1.3755554587181125,0.41054606083780526,0.974714838899672,0.03374239919441087,2.132926720167909,0.522232882465635,0.9243916085788182,0.9520902735846383,0.3515625,400.38539597578347,600434
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,21,,4618.0703125,0.0859375,1.7721712589263916,4.01191520690918,1e-06,-0.37143624573946,-0.1973154064762639,0.22594601267150471,0.26967667963887965,0.00043181967339478433,0.0001221992242142684,0.0001944973027483294,0,1.7944481337176903,0.5445854488760233,1.2615707621909678,0.003699222459856953,1.8710907902036393,0.5279495656490326,0.8847393129553114,0.9111028543540409,0.265625,388.6973889544606,608087
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,22,,3694.2890625,0.0390625,2.003554344177246,4.499114036560059,1e-06,-0.37251717352773994,-0.23337168572470546,0.353893404890751,0.3641183700027137,0.0003820959868005894,0.00014784238353395893,0.00026067507559642325,0,2.0014419678984017,0.58595878296885,1.428036566438346,0.02224041277478481,2.062066059688042,0.5486606914421608,0.8695362230827068,0.9023600292616877,0.2578125,315.8367091566324,490786
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,23,,3969.28125,0.0703125,1.6754008531570435,4.392549514770508,1e-06,-0.44003319257171825,-0.23934236119384877,0.30933757991560046,0.29522336178248926,0.00047889612089361877,0.00013060651232785125,0.0002334239543415606,0,1.6708508653025473,0.49483923806298163,1.187447605594512,0.010759896148116357,2.063871210621249,0.5316666210851362,0.8961196138012794,0.9254161513620808,0.28125,333.2251350618899,524805
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,24,,3790.78125,0.0390625,1.7554616928100586,4.5051774978637695,1e-06,-0.4722245344892144,-0.24799327709479257,0.32390956779321034,0.35816395056511585,0.000457015819119988,0.00013260604191600578,0.00025326473745129383,0,1.764906586209933,0.5374334998428821,1.2386259784301121,0.03525596397618453,2.1018090665340425,0.5381545732418697,0.8921185175577799,0.9282768944899241,0.3046875,321.01485336758196,504977
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,25,0.536,4946.7734375,0.0625,1.5848121643066406,4.482283592224121,1e-06,-0.3749110227217898,-0.3204279557685368,0.3561256658653484,0.4205388263955779,0.0005885613783520009,0.00012257414935770852,0.0001891933088221489,0,1.5932335790834928,0.4694115331298427,1.1327381141875918,0.04480203155330137,2.1394812831361043,0.5334146312977138,0.9089156742158689,0.9424092001036594,0.3125,504.58662990666926,649318
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,26,,4700.65625,0.0859375,1.9976933002471924,3.9668288230895996,1e-06,-0.34460747486446053,-0.2281228672072757,0.276903857373529,0.31878600890437764,0.0003706170872545853,0.00011929416270817228,0.0001928392933526387,0,2.009338117308087,0.5810018852353096,1.4367768847280078,0.004776257090270519,1.992875047855907,0.5459647592571046,0.8673635638422437,0.8989121152295007,0.3125,391.3911647554487,618426
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,27,,4182.5234375,0.0234375,1.4552699327468872,3.946765661239624,1e-06,-0.4570856827776879,-0.24769912753254175,0.3757998375222087,0.4696897203102708,0.0003781986820285965,0.0001452672300104041,0.00023347523438133067,0,1.4576013162732124,0.44940414605662227,1.0200079260393977,0.031482425169087946,1.9640192911028862,0.533378547988832,0.917930644005537,0.9469584245234728,0.34375,347.447320651263,552325
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,28,,4429.7265625,0.078125,1.5967803001403809,3.757413864135742,1e-06,-0.38728369446471334,-0.24496120627736673,0.27866588660981506,0.3077754929267137,0.00044146371039781063,0.00011157300322813225,0.00020545158622553572,0,1.6148172965382828,0.4752960431745605,1.1506407796953093,0.01689750106903803,1.9641552110586096,0.5259155105142033,0.902122784186812,0.9332187894512626,0.2890625,382.71973216719925,585122
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,29,,4205.1796875,0.046875,1.814872145652771,3.8980209827423096,1e-06,-0.43961553601548076,-0.24392505713331047,0.3277715680668507,0.38254411919858455,0.000414166610880784,0.00014791767270594391,0.00022512682630804193,0,1.8264333121478558,0.5525787579827011,1.2830505277961493,0.015630101057467982,2.004531865939498,0.5485648429021239,0.8879512026906013,0.9191459435969591,0.34375,354.9943232163787,554416
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,30,,4423.828125,0.0546875,1.6191502809524536,3.4189789295196533,1e-06,-0.3143785067368299,-0.24839940841775388,0.31417961462455635,0.37102613444713983,0.0003866972046500236,0.00012069106402759978,0.00021254003770402908,0,1.6306313100983114,0.49178508011733785,1.1474520940991009,0.03193175933077274,1.9651783845003914,0.5257140792468015,0.9036291907815373,0.9362542681834277,0.2890625,381.3151349890977,582561
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,31,,4828.546875,0.0703125,2.0434083938598633,3.01279616355896,1e-06,-0.3810634333640337,-0.18622639241220895,0.27995140795639994,0.29566792553929017,0.00039378906434206794,0.00010058858857608332,0.00019045326150041324,0,2.04986644113386,0.6145385576261057,1.4438890460375193,0.01664603267705093,1.8780973376454533,0.5380514779606381,0.8670589746655645,0.9001817139419349,0.2890625,406.818698707968,634399
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,32,,4448.25,0.0546875,2.1138358116149902,3.1737515926361084,1e-06,-0.30993372574448586,-0.21430382900871336,0.3365632992456941,0.3783199925742605,0.0003191324852677473,0.00013221620704605223,0.00021102365152567953,0,2.1251133294666515,0.628021755200975,1.5046703499906204,0.02896465136847623,1.9359831915182226,0.5521997616571539,0.8637748623595518,0.9001015389666838,0.3046875,373.9267293177545,584548
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,33,,5232.9140625,0.09375,2.3367419242858887,3.0104408264160156,1e-06,-0.3736770658288151,-0.14170555410601082,0.2515187721699476,0.32930247461699763,0.00030545496974809794,9.458622415650097e-05,0.00017128496256191283,0,2.3727541863918304,0.6907660912722349,1.6886887036263942,-0.013036777381785214,1.7481564924120903,0.5528210431337357,0.8367700591683388,0.868878211081028,0.3046875,446.1892411801964,686766
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,34,,5002.1015625,0.0625,2.3839569091796875,3.108224391937256,1e-06,-0.31064569985028356,-0.19229286120389588,0.30470471319399384,0.3674731178111152,0.000284128516796045,0.00010416886508729224,0.00018634889726710848,0,2.390640820327558,0.7392732971592954,1.6580886385942761,0.03233826449631076,1.902107646590785,0.5612039871905979,0.8442928265584143,0.8852572770495164,0.28125,418.1309763472527,658092
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,35,,5445.328125,0.109375,2.5970664024353027,3.3518331050872803,1e-06,-0.25012529315426946,-0.13864716922398657,0.21016978840357514,0.27211685795105905,0.0003240641966667248,9.045505182062438e-05,0.00016134171077976047,0,2.6317809976282573,0.8281579487735317,1.8091459409112023,-0.0007176867109679041,1.7564478374662853,0.5637088347048986,0.8211288395382109,0.8603378924585524,0.2578125,454.8092551436275,715272
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,36,,4912.921875,0.046875,2.3138644695281982,3.3675696849823,1e-06,-0.38604153878986835,-0.18554761138511822,0.30658867488167935,0.371643215035922,0.00027809092008331053,0.00010386565166323922,0.00019302436856761282,0,2.3304527370553267,0.7432638794968003,1.5942038658418154,0.026914599498635845,1.9022585969222219,0.560218505169216,0.8504566150276285,0.8922210704339179,0.3046875,411.30686874873936,645252
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,37,,4888.8671875,0.0859375,2.3667101860046387,3.064206838607788,1e-06,-0.30484889610670507,-0.11687553022056818,0.21412482168376004,0.2746269331002643,0.0002891037045235469,9.345256975734628e-05,0.00018371377203997376,0,2.382339633799888,0.7688722670883745,1.6195219545751005,-0.0029974234089053964,1.7356733277037337,0.5541055492452673,0.8406337950680707,0.8782329849294714,0.296875,415.34167015738785,641937
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,38,,5296.8671875,0.0625,2.4972050189971924,3.2513554096221924,1e-06,-0.2689219757448882,-0.13639312965096906,0.24449469067621976,0.30080442265225427,0.0002849789229003363,8.896808982967741e-05,0.0001750111419823952,0,2.510312505811453,0.8428948048502207,1.6736051447689533,0.023181718052364887,1.7903406769037247,0.5653980448842049,0.8360930576920509,0.878310751914978,0.2578125,439.49880434945226,695359
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,39,,4370.2734375,0.046875,2.718086004257202,3.5537381172180176,1e-06,-0.46691471547819674,-0.037976070132572204,0.2625145530610373,0.3342611307320608,0.0002474953745893965,0.00010529385873221118,0.00021570853476243263,0,2.74605533209714,0.9434382554256555,1.8107224702835083,-0.009923917382504002,1.6586020372130654,0.5788507560888926,0.8147224151726925,0.8558014179721023,0.359375,370.6120503228158,574352
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,40,,5117.265625,0.0546875,2.5537781715393066,3.1316990852355957,1e-06,-0.3515683526638895,-0.08274577539123129,0.28245274851827,0.351403723547101,0.0002533684186906052,9.666133257724141e-05,0.0001826399430940047,0,2.590882333425375,0.8922663388343958,1.7058261021589622,0.0054388105964813475,1.7088509186720238,0.5694096409357511,0.8284249794788849,0.8675598654991541,0.328125,431.1363954618573,670717
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,41,,5573.5859375,0.109375,2.417506217956543,3.1583149433135986,1e-06,-0.32998809788841754,-0.09720209597435314,0.26269291853532195,0.30662752333237736,0.0002788908764376261,8.495010297879379e-05,0.00015640894153399305,0,2.445864745548793,0.8636987674094382,1.5893214486894154,-0.008991667923207084,1.7125126790432703,0.5660115154016585,0.8424927223296392,0.8829470603238969,0.3203125,460.67882931791246,729764
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,42,,4683.390625,0.09375,2.63505220413208,3.404794692993164,1e-06,-0.2818184506613761,-0.037269684398779646,0.22782617207202646,0.25075920008950764,0.00031236975660754577,8.409514792459858e-05,0.00019110870562144555,0,2.648176478015052,0.9479564548366599,1.7085597631004121,-0.007085138492079245,1.6929615139961243,0.5656779896881845,0.8230874571535323,0.8654753830697801,0.2734375,397.94376250728965,615870
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,43,,4477.6484375,0.0703125,2.231635570526123,3.1973366737365723,1e-06,-0.2872581509873271,-0.0440166118205525,0.22873179766037643,0.2384706198199884,0.0003230486502562759,8.568646366898868e-05,0.0002033424042404958,0,2.2583448904402115,0.8284034983200186,1.439225575503181,-0.010000333354315338,1.6496070132536047,0.5587873765650917,0.8551152471233817,0.8955222876632914,0.2421875,366.8357589133084,588176
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,44,,5057.7265625,0.078125,1.889955997467041,2.6340646743774414,1e-06,-0.3211559110786766,-0.1893682258669287,0.3197233692193643,0.36268303256768447,0.0002944466776590651,0.00010098112770734611,0.00018124788766726851,0,1.8913520054939466,0.6813765263710266,1.2175934926057472,0.030972574192744035,1.8906887204219134,0.5518843959539365,0.8938510051140418,0.9355505399214916,0.2890625,449.60810549370944,663995
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,45,,5162.296875,0.0390625,2.253464460372925,2.6581289768218994,1e-06,-0.33633556915447116,-0.09216886051581241,0.36163353268486204,0.41200397909919784,0.0002629325793420251,0.00010763809600160375,0.0001844548254993219,0,2.2769895792007446,0.8579488373719729,1.4280907053213854,0.01550552416115235,1.7129019835056403,0.5697659567380563,0.8600038259457319,0.8981929008777325,0.328125,431.43226722441614,677855
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,46,,4369.2421875,0.0390625,2.043137788772583,2.5142242908477783,1e-06,-0.35318589862436056,-0.15521996864117682,0.3394720133613138,0.4174699172731112,0.00026790111801614435,0.00012757624703684702,0.00021949095389572904,0,2.056590904207791,0.7602249230532085,1.3045896414448233,0.035660087076180125,1.834646794725867,0.5637908209772671,0.8825714640757617,0.9205019176006317,0.296875,370.2092816028744,574786
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,47,,5642.7890625,0.09375,2.1609246730804443,2.857609987258911,1e-06,-0.351036730222404,-0.08587318420177326,0.32823435511699944,0.30650588975296095,0.0002894079561249169,7.936825661452763e-05,0.00015927632413750384,0,2.1881698106610497,0.8743371973897136,1.3237956027651943,0.002683832191017478,1.7126083443331164,0.5687983957834022,0.8714108702748321,0.9120193331740624,0.3125,509.40506688319147,738137
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,48,,5190.46875,0.078125,1.9039939641952515,2.6386027336120605,1e-06,-0.34132090071216226,-0.08890143956523389,0.2892915289849043,0.2935495668731164,0.0003354578760990989,9.419179029634961e-05,0.00017672157191555015,0,1.9088888004422189,0.7503082480281591,1.168567980825901,0.01975645065685967,1.7123836159706116,0.5579926647245884,0.8927991285920143,0.9311326801776886,0.265625,459.54515587724745,681091
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,49,,5899.640625,0.0703125,2.0688223838806152,2.7142865657806396,1e-06,-0.29587313812226057,-0.07092773194017354,0.3357901588082314,0.375723808496721,0.00022729946875996474,8.081461012763056e-05,0.00015653097361791878,0,2.081219571166568,0.8261386947499381,1.2646216531594594,0.006663474295702246,1.6518158515294392,0.5682081659634908,0.8772777848773532,0.9153006712595622,0.2890625,500.1788938958198,773769
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,50,0.59,5551.734375,0.0859375,1.7043488025665283,1.97608482837677,1e-06,-0.34277122135972604,-0.15790241546346806,0.31258141344767953,0.35630974887473194,0.0003223176516344427,0.00010629492871655224,0.00016159763132842878,0,1.7235591596081143,0.6666287311485836,1.0660169706458138,0.016217044939930064,1.794466156335104,0.546907955691928,0.907463523603621,0.9426716750576383,0.359375,517.1320786178112,727686
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,51,,4765.0703125,0.078125,2.2522006034851074,3.858642816543579,1e-06,-0.25465726415859535,0.06064442915521795,0.27881984734857407,0.28077685686986187,0.00025988256950497726,9.584206445098873e-05,0.00019137157348292954,0,2.2656968413172542,0.9469371035292342,1.3309268580900657,-0.0347555987784683,1.5605813764237069,0.5717305162468472,0.8618092456379453,0.9059781528807975,0.265625,405.2028626669198,626898
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,52,,4593.1328125,0.0703125,1.7072690725326538,2.344456434249878,1e-06,-0.34167822723975405,-0.09071716293692589,0.325593586904662,0.32709671004039204,0.000344489467637946,0.00010386179861317909,0.00020062760117330722,0,1.7137709396226066,0.6911084102732795,1.0331765013081686,0.009721576209579195,1.7347988656588964,0.551289404290063,0.9084409662655422,0.9447445120130267,0.2890625,382.34650417231023,604811
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,53,,4609.234375,0.078125,1.72837495803833,2.7609567642211914,1e-06,-0.3444050920661539,-0.06859875691588968,0.2976518873657499,0.3107698903269401,0.00032115600079123395,0.00010051906767054269,0.00019775005888992121,0,1.7369926946503775,0.729131771836962,1.019578924349376,0.005725446662732533,1.719081379686083,0.5588034042290279,0.9102659668241229,0.9478322574070521,0.2421875,385.2127109002322,604893
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,54,,4932.421875,0.0625,1.7353906631469727,2.937868118286133,1e-06,-0.31753039499744773,-0.04282363143283874,0.2988728723859439,0.3164096141566368,0.0002671333246613166,0.00010543607318537265,0.00018844988651261176,0,1.7499486239332902,0.7254790655876461,1.0380399548693706,-0.0024812444676890187,1.7100243442936947,0.5560211115761807,0.907273741144883,0.9458393909429249,0.2578125,420.16689404286444,647326
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,55,,5182.203125,0.0859375,1.7200068235397339,2.8362536430358887,1e-06,-0.35170666314661503,-0.07027147980988957,0.3363057103822939,0.3376635776936453,0.00028711410541291114,0.0001023464547399655,0.00017467515008320333,0,1.728434034436941,0.7196839842945337,1.0196621797978878,-0.0002222584094852209,1.74639181047678,0.5567853473126888,0.911491984128952,0.950639396905899,0.3203125,430.3661810848862,679809
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,56,,6429.7890625,0.1484375,1.7784814834594727,3.664454936981201,1e-06,-0.2592411029036157,0.0011574732197914273,0.29006008651791787,0.32263414602523566,0.00024566659681577406,8.267371046396679e-05,0.00013031704649471736,0,1.7914708135079365,0.7849598793046815,1.0182571696991822,-0.02303083077529255,1.6166354636756741,0.5621922490548115,0.907957662125023,0.9472656237835787,0.28125,533.5880877319723,840309
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,57,,5551.5625,0.140625,1.9885281324386597,4.423966407775879,1e-06,-0.30724287987686694,0.07936099771177396,0.27762986435776665,0.2761658671356383,0.0002183278537857058,8.793534306084623e-05,0.00015109757216469872,0,2.010375753754661,0.9156602039223626,1.1065363408554167,-0.028818574600986073,1.5392003329027266,0.5752244123390743,0.894462355545589,0.9372078946658543,0.3359375,465.565168781206,727451
a1_gkd_mix0.5_n0,a1_gkd_mix0.5_n0_s0_16k,58,,4997.265625,0.0390625,1.3378498554229736,1.8486850261688232,1e-06,-0.37142153666354716,-0.15431942406576127,0.43662718644267634,0.480750830157807,0.00027494089418293076,0.00012941462723335318,0.00019116075150362266,0,1.3373838184695495,0.5312338500822845,0.816386742811454,0.033385728191780414,1.8022339594991583,0.5482082115976434,0.9426670795992801,0.9743653959349582,0.34375,414.74572565965354,654452
