wave,arm,step,val_acc,resp_len,clip_ratio,tps,tokens,h_target,h9_budget
legacy,h7_gen512,167,,512,1,15.079456847161055,82067,,
legacy,h7_gen512,168,,508.1171875,0.984375,17.254109118133783,81275,,
legacy,h7_gen512,169,,511.6171875,0.9921875,17.343774884939194,82857,,
legacy,h7_gen512,170,,509.875,0.9921875,15.312715228646994,82312,,
legacy,h7_gen512,171,,512,1,16.027675319463015,81860,,
legacy,h7_gen512,172,,512,1,16.1465452760458,82371,,
legacy,h7_gen512,173,,508.125,0.9765625,20.55979849770665,82438,,
legacy,h7_gen512,174,,512,1,18.56028228625655,83745,,
legacy,h7_gen512,175,0.266,511.1015625,0.9921875,63.63012122362852,81848,,
legacy,h7_gen512,176,,512,1,78.1891100499779,84933,,
legacy,h7_gen512,177,,510.46875,0.9921875,15.615444337949157,81178,,
legacy,h7_gen512,178,,512,1,14.533642804250121,81290,,
legacy,h7_gen512,179,,512,1,16.30932292714715,80901,,
legacy,h7_gen512,180,,512,1,18.252536537125707,83027,,
legacy,h7_gen512,181,,511.5703125,0.9921875,15.868955425918102,83514,,
legacy,h7_gen512,182,,510.953125,0.984375,15.559338683262467,81018,,
legacy,h7_gen512,183,,510.1640625,0.984375,15.733274897560477,79991,,
legacy,h7_gen512,184,,512,1,17.358651155605912,82503,,
legacy,h7_gen512,185,,512,1,16.658234983682632,81223,,
legacy,h7_gen512,186,,511.2421875,0.984375,16.329777263104916,81772,,
legacy,h7_gen512,187,,510.8046875,0.984375,14.61130566895008,82539,,
legacy,h7_gen512,188,,509.265625,0.9921875,19.126361100003123,81527,,
legacy,h7_gen512,189,,510.703125,0.9921875,16.707253571599722,82505,,
legacy,h7_gen512,190,,510.5234375,0.9921875,15.784350024536252,82278,,
legacy,h7_gen512,191,,512,1,15.372257022187114,83240,,
legacy,h7_gen512,192,,509.265625,0.984375,20.692815436050296,82169,,
legacy,h7_gen512,193,,512,1,15.050616165623069,83630,,
legacy,h7_gen512,194,,512,1,15.96144993044436,80704,,
legacy,h7_gen512,195,,511.34375,0.9921875,15.409710017964244,82570,,
legacy,h7_gen512,196,,512,1,22.23054938390851,82569,,
legacy,h7_gen512,197,,512,1,14.472299445420504,82424,,
legacy,h7_gen512,198,,512,1,15.363081701099873,82885,,
legacy,h7_gen512,199,,511.5234375,0.9921875,14.824276451021433,82358,,
legacy,h7_gen512,200,0.268,509.8359375,0.984375,45.6513064969331,82501,,
legacy,h7_gen512,201,,512,1,20.945279547944665,81997,,
legacy,h7_gen512,202,,512,1,16.500248230993748,82217,,
legacy,h7_gen512,203,,510.7578125,0.9921875,14.697975318878889,83509,,
legacy,h7_gen512,204,,512,1,14.995122404769063,81842,,
legacy,h7_gen512,205,,512,1,14.738458720967174,80967,,
legacy,h7_gen512,206,,512,1,17.04802909679711,81515,,
legacy,h7_gen512,207,,511.34375,0.9921875,15.03628203086555,84066,,
legacy,h7_gen512,208,,512,1,16.758130326867104,81066,,
legacy,h7_gen512,209,,512,1,16.898695897310972,82557,,
legacy,h7_gen512,210,,512,1,15.047830052673817,82381,,
legacy,h7_gen512,211,,512,1,15.340898491442204,83858,,
legacy,h7_gen512,212,,511.4140625,0.984375,14.511324942111969,82804,,
legacy,h7_gen512,213,,511.9296875,0.9921875,15.419042892754078,83319,,
legacy,h7_gen512,214,,511.171875,0.9921875,14.306006956845522,82210,,
legacy,h7_gen512,215,,510.734375,0.9921875,16.414936013519764,81465,,
legacy,h7_gen512,216,,509.0625,0.984375,15.939361875876784,81338,,
legacy,h7_gen512,217,,511.96875,0.9921875,14.558881971985102,81162,,
legacy,h7_gen512,218,,511.5078125,0.9921875,15.021086120977998,81184,,
legacy,h7_gen512,219,,511.390625,0.9921875,16.16406748816371,81779,,
legacy,h7_gen512,220,,508.875,0.984375,15.098598020151258,82407,,
legacy,h7_gen512,221,,508.625,0.984375,14.845959138125181,80511,,
legacy,h7_gen512,222,,510.6953125,0.9921875,15.716253776103258,81916,,
legacy,h7_gen512,223,,512,1,14.861532051116228,81669,,
legacy,h7_gen512,224,,510.9140625,0.984375,18.42350258678198,82800,,
legacy,h7_gen512,225,0.276,512,1,45.2414159681648,83207,,
legacy,h7_gen512,226,,512,1,17.87663329951465,81554,,
legacy,h7_gen512,227,,512,1,14.273254100233316,81629,,
legacy,h7_gen512,228,,511.3046875,0.9921875,16.4689711779356,81355,,
legacy,h7_gen512,229,,511.96875,0.9921875,16.71899128332734,82387,,
legacy,h7_gen512,230,,512,1,16.906693199649453,81534,,
legacy,h7_gen512,231,,512,1,16.308610200881958,82242,,
legacy,h7_gen512,232,,512,1,15.045163657516241,82684,,
legacy,h7_gen512,233,,510.6171875,0.9921875,15.763431798666716,82183,,
legacy,h7_gen512,234,,511.9765625,0.9921875,22.76622330583632,82347,,
legacy,h7_gen512,235,,511.625,0.9921875,16.229051319882274,83250,,
legacy,h7_gen512,236,,512,1,19.649681229144335,81742,,
legacy,h7_gen512,237,,510.671875,0.9921875,18.102983452379704,80293,,
legacy,h7_gen512,238,,512,1,15.267735546454787,82617,,
legacy,h7_gen512,239,,509.2421875,0.9921875,14.13513582199812,82939,,
legacy,h7_gen512,240,,512,1,15.411258267238736,81769,,
legacy,h7_gen512,241,,512,1,14.851899867877364,80631,,
legacy,h7_gen512,242,,512,1,17.32726527750492,82228,,
legacy,h7_gen512,243,,512,1,16.070730283856392,83122,,
legacy,h7_gen512,244,,511.25,0.984375,16.559236124157906,82342,,
legacy,h7_gen512,245,,512,1,14.969789752736688,82333,,
legacy,h7_gen512,246,,510.671875,0.984375,16.229292385280132,82688,,
legacy,h7_gen512,247,,511.828125,0.9921875,14.292139403522015,81888,,
legacy,h7_gen512,248,,512,1,15.747058164328337,83391,,
legacy,h7_gen512,249,,510.828125,0.9921875,14.997111650183797,82573,,
legacy,h7_gen512,250,0.274,512,1,44.1206996999681,82255,,
legacy,h8_gen2048,1,,707.6875,0.1328125,62.32932532392442,106267,,
legacy,h8_gen2048,2,,625.90625,0.1171875,23.09394798055291,96465,,
legacy,h8_gen2048,3,,632.7109375,0.125,20.05932111851871,98168,,
legacy,h8_gen2048,4,,663.5546875,0.140625,22.176382860168815,101587,,
legacy,h8_gen2048,5,,773.484375,0.140625,20.788607815280557,117101,,
legacy,h8_gen2048,6,,750.90625,0.1484375,22.926583617925644,112221,,
legacy,h8_gen2048,7,,706.7890625,0.1484375,20.486780112609267,106127,,
legacy,h8_gen2048,8,,723.9609375,0.1171875,22.462397487834096,109351,,
legacy,h8_gen2048,9,,937.859375,0.1953125,25.278939498588443,137471,,
legacy,h8_gen2048,10,,865.7265625,0.1796875,23.714011076837778,127507,,
legacy,h8_gen2048,11,,836.296875,0.1640625,24.498770274221897,124023,,
legacy,h8_gen2048,12,,870.2421875,0.1484375,24.584236467257142,128821,,
legacy,h8_gen2048,13,,922.828125,0.1796875,23.830963972955942,135891,,
legacy,h8_gen2048,14,,961.59375,0.1875,27.070956386625767,138838,,
legacy,h8_gen2048,15,,955.6640625,0.1796875,24.85394192300737,137843,,
legacy,h8_gen2048,16,,941.0546875,0.1796875,24.45484040491283,136846,,
legacy,h8_gen2048,17,,1068.5078125,0.21875,27.26973165012896,152029,,
legacy,h8_gen2048,18,,1103.9765625,0.1953125,25.671258848160505,157930,,
legacy,h8_gen2048,19,,1128.1484375,0.1796875,31.79083340242505,161171,,
legacy,h8_gen2048,20,,1087,0.15625,26.25316916964948,157263,,
legacy,h8_gen2048,21,,1205.2109375,0.25,28.516438845545053,171241,,
legacy,h8_gen2048,22,,1134.09375,0.1640625,31.40313421189785,163081,,
legacy,h8_gen2048,23,,1136.1875,0.2265625,30.21394247189164,162169,,
legacy,h8_gen2048,24,,1230.9453125,0.1953125,32.41541200503707,177318,,
legacy,h8_gen2048,25,0.612,1179.390625,0.171875,56.81013963930309,167093,,
legacy,h8_gen2048,26,,1248.59375,0.2578125,28.916627377271652,176562,,
legacy,h8_gen2048,27,,1223.6484375,0.265625,29.59265390969813,173589,,
legacy,h8_gen2048,28,,1306.6796875,0.3125,32.28753695636988,185372,,
legacy,h8_gen2048,29,,1323.0390625,0.328125,30.256027452647686,185502,,
legacy,h8_gen2048,30,,1314.6875,0.3203125,29.202459989115596,184591,,
legacy,h8_gen2048,31,,1499.984375,0.4375,32.88959479518235,208343,,
legacy,h8_gen2048,32,,1507.4140625,0.4296875,33.91614717617631,208121,,
legacy,h8_gen2048,33,,1618.625,0.5390625,35.53260067291558,224137,,
legacy,h8_gen2048,34,,1732.25,0.65625,40.00058339908719,239551,,
legacy,h8_gen2048,35,,1801.78125,0.6953125,39.50000941194594,248898,,
legacy,h8_gen2048,36,,1842.5390625,0.7734375,41.690593514591455,252243,,
legacy,h8_gen2048,37,,1840.5703125,0.8125,43.804686572402716,251755,,
legacy,h8_gen2048,38,,1898.9140625,0.8515625,48.57653506472707,260421,,
legacy,h8_gen2048,39,,1951.2578125,0.8828125,43.90178957954049,264718,,
legacy,h8_gen2048,40,,2008.3828125,0.9609375,47.70768637768924,272780,,
legacy,h8_gen2048,41,,1958.0859375,0.8984375,43.82188851758838,266980,,
legacy,h8_gen2048,42,,1966.9609375,0.9140625,43.47392828203738,268167,,
legacy,h8_gen2048,43,,1952.3046875,0.90625,43.167459120973945,264932,,
legacy,h8_gen2048,44,,1974.5078125,0.9296875,45.84213042631745,269343,,
legacy,h8_gen2048,45,,1980.5859375,0.9375,44.01495388709009,270596,,
legacy,h8_gen2048,46,,1919.296875,0.8984375,42.33961565233767,261193,,
legacy,h8_gen2048,47,,2008.6015625,0.9609375,44.72493517585099,272961,,
legacy,h8_gen2048,48,,2016.5546875,0.96875,44.314898144453764,274830,,
legacy,h8_gen2048,49,,2031.1875,0.9765625,46.32693248614669,278607,,
legacy,h8_gen2048,50,0.552,1955.28125,0.921875,74.28395017981529,267340,,
legacy,h8_gen2048,51,,2018.15625,0.9765625,46.902657655999064,275293,,
legacy,h8_gen2048,52,,1974,0.9453125,44.64331126399338,269562,,
legacy,h8_gen2048,53,,1992.9140625,0.9609375,43.43629610911012,270004,,
legacy,h8_gen2048,54,,1998.0546875,0.953125,46.22655038163066,271727,,
legacy,h8_gen2048,55,,2002.703125,0.953125,45.17115125618875,272833,,
legacy,h8_gen2048,56,,2007.8125,0.96875,46.93579438328743,274296,,
legacy,h8_gen2048,57,,2009.9140625,0.9765625,45.582237631082535,274120,,
legacy,h8_gen2048,58,,1973.0859375,0.9296875,43.1320297960192,267357,,
legacy,h8_gen2048,59,,2017.859375,0.9609375,48.11490138433874,274465,,
legacy,h8_gen2048,60,,2018.0625,0.9609375,44.135019570589066,276699,,
legacy,h8_gen2048,61,,2024.203125,0.9765625,45.96396522410214,277597,,
legacy,h8_gen2048,62,,2019.4140625,0.953125,44.87992310896516,276841,,
legacy,h8_gen2048,63,,2024.9609375,0.96875,52.97610141336918,276554,,
legacy,h8_gen2048,64,,2034.375,0.984375,48.1083989366889,280086,,
legacy,h8_gen2048,65,,2009.046875,0.9609375,46.46651832945645,274014,,
legacy,h8_gen2048,66,,2010,0.9765625,44.892793852835894,274085,,
legacy,h8_gen2048,67,,2035.796875,0.984375,44.50028808042407,276932,,
legacy,h8_gen2048,68,,2026.25,0.9609375,43.46216983161867,274255,,
legacy,h8_gen2048,69,,2040.921875,0.9921875,46.148786975070834,276955,,
legacy,h8_gen2048,70,,2013.21875,0.96875,45.55973538197577,275065,,
legacy,h8_gen2048,71,,2008.9453125,0.953125,45.11489056237042,273647,,
legacy,h8_gen2048,72,,2019.4296875,0.9609375,44.8403370436281,275458,,
legacy,h8_gen2048,73,,2011.8203125,0.953125,44.624695867300034,275323,,
legacy,h8_gen2048,74,,2019.9140625,0.96875,45.327669033780694,276120,,
legacy,h8_gen2048,75,0.538,2011.8203125,0.953125,75.64897518977523,273843,,
legacy,h8_gen2048,76,,2012.1171875,0.9609375,44.76851388812065,274419,,
legacy,h8_gen2048,77,,2017.3359375,0.953125,45.254025012254715,274170,,
legacy,h8_gen2048,78,,1982.78125,0.9453125,42.68733589164913,270902,,
legacy,h8_gen2048,79,,2038.0234375,0.984375,46.444538155570626,277640,,
legacy,h8_gen2048,80,,2016.0625,0.96875,46.66010794043541,274853,,
legacy,h8_gen2048,81,,2022.84375,0.96875,43.01765969209373,276410,,
legacy,h8_gen2048,82,,2025.015625,0.9765625,47.50056289695203,275275,,
legacy,h8_gen2048,83,,2027.8828125,0.9765625,48.68731319718063,277600,,
legacy,h8_gen2048,84,,2004.71875,0.9296875,44.44075782224536,272328,,
legacy,h8_gen2048,85,,2025.6328125,0.984375,44.7054184563458,275461,,
legacy,h8_gen2048,86,,2029.984375,0.96875,50.57040566392243,277243,,
legacy,h8_gen2048,87,,2000.859375,0.953125,46.100046968087554,274116,,
legacy,h8_gen2048,88,,2045.1953125,0.9921875,50.170907359570265,279460,,
legacy,h8_gen2048,89,,2027.71875,0.9765625,48.81963187456131,276628,,
legacy,h8_gen2048,90,,2032.9296875,0.984375,45.13607659004629,276399,,
legacy,h8_gen2048,91,,2038.2890625,0.984375,46.40690287388861,278296,,
legacy,h8_gen2048,92,,2017.9296875,0.96875,45.79755534790456,276818,,
legacy,h8_gen2048,93,,2037.375,0.9921875,45.79756694845855,276726,,
legacy,h8_gen2048,94,,2034.9296875,0.984375,45.21719787456095,277982,,
legacy,h8_gen2048,95,,2021.59375,0.96875,43.802043499425054,275713,,
legacy,h8_gen2048,96,,2044.0234375,0.984375,46.29955191165209,278731,,
legacy,h8_gen2048,97,,2028.2265625,0.984375,45.481897465884686,276824,,
legacy,h8_gen2048,98,,2041.1171875,0.9765625,48.562727676704526,278256,,
legacy,h8_gen2048,99,,2033.28125,0.984375,45.292194962501526,277594,,
legacy,h8_gen2048,100,0.484,2042.5078125,0.984375,74.07744960486889,277064,,
legacy,h8_gen2048,101,,2042.890625,0.984375,45.86692401766777,277679,,
legacy,h8_gen2048,102,,2016.90625,0.9765625,45.552229100838304,275000,,
legacy,h8_gen2048,103,,2047.484375,0.9921875,43.00134202465415,277847,,
legacy,h8_gen2048,104,,2026.7734375,0.96875,46.69435334391892,275457,,
legacy,h8_gen2048,105,,2039.5625,0.984375,45.57401027716696,277769,,
legacy,h8_gen2048,106,,2034.2578125,0.9921875,45.65918202139437,278067,,
legacy,h8_gen2048,107,,2033.2734375,0.9765625,45.72815879620612,276767,,
legacy,h8_gen2048,108,,2038.078125,0.984375,45.363966507837176,276645,,
legacy,h8_gen2048,109,,2035.8359375,0.984375,45.70643800497055,276684,,
legacy,h8_gen2048,110,,2038.96875,0.9765625,48.80355731584132,277360,,
legacy,h8_gen2048,111,,2033.90625,0.984375,42.720979772508144,277793,,
legacy,h8_gen2048,112,,2041.7109375,0.984375,52.45042487606406,279013,,
legacy,h8_gen2048,113,,2048,1,46.77822787873447,279461,,
legacy,h8_gen2048,114,,2042.140625,0.9921875,47.09619148820639,276896,,
legacy,h8_gen2048,115,,2037.6015625,0.9921875,47.196476463228464,277033,,
legacy,h8_gen2048,116,,2043.890625,0.9921875,46.81084446236491,279753,,
legacy,h8_gen2048,117,,2048,1,45.216062501072884,278282,,
legacy,h8_gen2048,118,,2041.421875,0.984375,46.882819747552276,278597,,
legacy,h8_gen2048,119,,2037.5234375,0.9921875,43.71045514754951,276337,,
legacy,h8_gen2048,120,,2038.0546875,0.984375,43.64673086442053,277037,,
legacy,h8_gen2048,121,,2042.484375,0.9765625,46.138903530314565,278193,,
legacy,h8_gen2048,122,,2047.4296875,0.9921875,45.16770266927779,278727,,
legacy,h8_gen2048,123,,2035.8671875,0.984375,42.48764130100608,276350,,
legacy,h8_gen2048,124,,2041.125,0.9921875,45.414482567459345,276715,,
legacy,h8_gen2048,125,0.464,2039.9921875,0.9921875,77.18841199576855,278166,,
legacy,h8_gen2048,126,,2035.0546875,0.984375,45.79215138591826,276297,,
legacy,h8_gen2048,127,,2020.765625,0.96875,47.026662496849895,276541,,
legacy,h8_gen2048,128,,2022.9921875,0.984375,45.42100286856294,277896,,
legacy,h8_gen2048,129,,2030.75,0.984375,46.62898692116141,277399,,
legacy,h8_gen2048,130,,2041.5546875,0.9921875,46.37706547230482,280258,,
legacy,h8_gen2048,131,,2040.4375,0.9921875,45.57239893823862,280526,,
legacy,h8_gen2048,132,,2039.65625,0.9921875,46.188970908522606,278137,,
legacy,h8_gen2048,133,,2030.3125,0.984375,45.497728100046515,276445,,
legacy,h8_gen2048,134,,2048,1,47.568318681791425,278041,,
legacy,h8_gen2048,135,,2048,1,44.8045800793916,276914,,
legacy,h8_gen2048,136,,2046.8046875,0.9921875,48.174293810501695,279115,,
legacy,h8_gen2048,137,,2028.28125,0.9765625,46.9154791329056,276155,,
legacy,h8_gen2048,138,,2038.3203125,0.984375,48.128491746261716,277038,,
legacy,h8_gen2048,139,,2016.2109375,0.96875,43.080318892374635,275027,,
legacy,h8_gen2048,140,,2048,1,54.28236439451575,279370,,
legacy,h8_gen2048,141,,2048,1,46.394416796043515,278767,,
legacy,h8_gen2048,142,,2031.140625,0.984375,43.919751880690455,275427,,
legacy,h8_gen2048,143,,2041.171875,0.9921875,44.129754554480314,278270,,
legacy,h8_gen2048,144,,2048,1,45.50428809970617,279703,,
legacy,h8_gen2048,145,,2036.5546875,0.9921875,46.787965880706906,277625,,
legacy,h8_gen2048,146,,2028.3203125,0.984375,44.05703774653375,276612,,
legacy,h8_gen2048,147,,2048,1,45.45963024906814,277495,,
legacy,h8_gen2048,148,,2037.1875,0.9765625,44.850601103156805,277885,,
legacy,h8_gen2048,149,,2048,1,51.70475729741156,279051,,
legacy,h8_gen2048,150,0.488,2048,1,76.17710639163852,278323,,
legacy,h8_gen2048,151,,2048,1,49.095801612362266,278880,,
legacy,h8_gen2048,152,,2048,1,45.714141158387065,278396,,
legacy,h8_gen2048,153,,2028.546875,0.984375,45.50876940228045,277061,,
legacy,h8_gen2048,154,,2048,1,45.698044680058956,278213,,
legacy,h8_gen2048,155,,2032.46875,0.9765625,47.44035245478153,278464,,
legacy,h8_gen2048,156,,2040.3203125,0.9921875,45.28964136168361,278008,,
legacy,h8_gen2048,157,,2048,1,45.2737887557596,279403,,
legacy,h8_gen2048,158,,2047.0546875,0.9921875,44.55652359127998,276808,,
legacy,h8_gen2048,159,,2048,1,46.712908463552594,278830,,
legacy,h8_gen2048,160,,2036.9375,0.9921875,48.71507376432419,276528,,
legacy,h8_gen2048,161,,2016.8046875,0.9765625,47.004457619041204,274747,,
legacy,h8_gen2048,162,,2047.6328125,0.9921875,48.132124710828066,279382,,
legacy,h8_gen2048,163,,2039.9453125,0.9921875,44.2862775567919,277800,,
legacy,h8_gen2048,164,,2047.5390625,0.9921875,45.13482720963657,281260,,
legacy,h8_gen2048,165,,2041.421875,0.9921875,48.73217078670859,278935,,
legacy,h8_gen2048,166,,2030.921875,0.984375,44.239104844629765,276313,,
legacy,h8_gen2048,167,,2048,1,45.68392400816083,278675,,
legacy,h8_gen2048,168,,2035.859375,0.9921875,48.66503746807575,276826,,
legacy,h8_gen2048,169,,2048,1,45.47719479165971,279514,,
legacy,h8_gen2048,170,,2048,1,80.50231078825891,279192,,
legacy,h8_gen2048,171,,2048,1,45.522499645128846,278468,,
legacy,h8_gen2048,172,,2043.34375,0.9921875,46.560041692107916,278383,,
legacy,h8_gen2048,173,,2048,1,49.39189292304218,279542,,
legacy,h8_gen2048,174,,2044.734375,0.9921875,46.85003202222288,279935,,
legacy,h8_gen2048,175,0.506,2048,1,75.06141293048859,278571,,
legacy,h8_gen2048,176,,2041.8203125,0.9921875,46.84432972967625,280750,,
legacy,h9_prune_adapt,1,,1190.8125,0.015625,188.9703268557787,168107,16384,2646
legacy,h9_prune_adapt,2,,673.1484375,0.0703125,22.372154280543327,102512,16384,1460.5
legacy,h9_prune_adapt,3,,298.5,0.4453125,12.87036645412445,55389,2765,418.5
legacy,h9_prune_adapt,4,,186.515625,0.5703125,11.46321839466691,40526,516,275.6666666666667
legacy,h9_prune_adapt,5,,216.5234375,0.65625,10.905062157660723,45810,290,315
legacy,h9_prune_adapt,6,,227.3125,0.6328125,11.113889191299677,45201,295,305.3333333333333
legacy,h9_prune_adapt,7,,221.53125,0.578125,10.975068368017673,44014,324,325
legacy,h9_prune_adapt,8,,226.078125,0.6328125,11.163964364677668,45622,316,318
legacy,h9_prune_adapt,9,,249.4609375,0.78125,12.817145649343729,49356,314,312
legacy,h9_prune_adapt,10,,260.1015625,0.765625,13.232555598020554,49987,293,333
legacy,h9_prune_adapt,11,,299.9453125,0.78125,12.175659641623497,55370,312,346.25
legacy,h9_prune_adapt,12,,278.3515625,0.796875,11.26542604342103,53059,358,320.75
legacy,h9_prune_adapt,13,,303.609375,0.8046875,11.719499703496695,56631,323,367.5
legacy,h9_prune_adapt,14,,325.328125,0.7578125,13.006939228624105,57396,348,399
legacy,h9_prune_adapt,15,,355.296875,0.875,11.669309493154287,60996,379,408
legacy,h9_prune_adapt,16,,376.203125,0.7734375,18.479960191994905,64545,386,444.75
legacy,h9_prune_adapt,17,,445.6640625,0.7890625,14.251740965992212,72305,428,490.6
legacy,h9_prune_adapt,18,,460.578125,0.78125,15.63516691699624,75575,474,508.8
legacy,h9_prune_adapt,19,,497.046875,0.8125,12.489892117679119,80390,488,528.2
legacy,h9_prune_adapt,20,,491.03125,0.8359375,17.78331847116351,80979,516,531.2
legacy,h9_prune_adapt,21,,529.0625,0.8046875,14.872854009270668,84694,513,568.2
legacy,h9_prune_adapt,22,,570.9921875,0.7578125,15.035631783306599,91004,554,596.8333333333334
legacy,h9_prune_adapt,23,,542.71875,0.859375,15.90943555533886,86205,599,583.6
legacy,h9_prune_adapt,24,,573.2734375,0.7734375,15.840910114347935,93136,562,591.3333333333334
legacy,h9_prune_adapt,25,0.644,541.09375,0.8515625,55.77780982106924,85391,602,584.4
legacy,h9_prune_adapt,26,,525.703125,0.90625,16.999867651611567,84032,537,579.4
legacy,h9_prune_adapt,27,,586.4375,0.796875,15.979891873896122,92026,537,638.1666666666666
legacy,h9_prune_adapt,28,,587.6640625,0.8828125,17.15298417955637,93338,608,649.3333333333334
legacy,h9_prune_adapt,29,,608.359375,0.8515625,15.495221253484488,94023,606,634.6666666666666
legacy,h9_prune_adapt,30,,570.4921875,0.8203125,17.80911250412464,89334,634,630.3333333333334
legacy,h9_prune_adapt,31,,628.84375,0.8671875,17.166894420981407,96837,602,665.8333333333334
legacy,h9_prune_adapt,32,,665.46875,0.8671875,16.728897739201784,100352,650,708.1666666666666
legacy,h9_prune_adapt,33,,714.8359375,0.8359375,16.0680069103837,108452,694,733.4285714285714
legacy,h9_prune_adapt,34,,625.7265625,0.890625,17.439818255603313,97916,744,666
legacy,h9_prune_adapt,35,,682.4375,0.9296875,18.03067322820425,105622,640,741.2857142857143
legacy,h9_prune_adapt,36,,752.7734375,0.8984375,20.041287384927273,112753,696,796.2857142857143
legacy,h9_prune_adapt,37,,776.9296875,0.9140625,19.573712717741728,115609,775,858.7142857142857
legacy,h9_prune_adapt,38,,808,0.9296875,24.900025572627783,120784,794,813.5714285714286
legacy,h9_prune_adapt,39,,780.9453125,0.9453125,20.352914717048407,114918,827,745
legacy,h9_prune_adapt,40,,807.515625,0.984375,20.091219689697027,119069,792,737
legacy,h9_prune_adapt,41,,775.84375,0.953125,19.53266280144453,115653,810,805
legacy,h9_prune_adapt,42,,793.3125,0.953125,19.789180859923363,117940,785,829.1428571428571
legacy,h9_prune_adapt,43,,848.2109375,0.921875,20.404922146350145,123608,810,901.5
legacy,h9_prune_adapt,44,,855.6484375,0.9453125,22.53755336254835,126129,865,875.25
legacy,h9_prune_adapt,45,,797.765625,0.953125,22.072815220803022,119195,867,828.5714285714286
legacy,h9_prune_adapt,46,,846.265625,0.921875,23.949605222791433,123845,813,835.625
legacy,h9_prune_adapt,47,,755.734375,0.984375,19.803390566259623,112594,872,828
legacy,h9_prune_adapt,48,,757.046875,0.984375,18.661119785159826,113613,759,822.5714285714286
legacy,h9_prune_adapt,49,,777.125,0.9609375,19.32009332999587,118087,763,832
legacy,h9_prune_adapt,50,0.646,770.4921875,0.9453125,58.137814328074455,115687,783,792.8571428571429
legacy,h9_prune_adapt,51,,810.6171875,0.96875,20.19054849818349,120728,816,836.1428571428571
legacy,h9_prune_adapt,52,,901.0390625,0.9453125,20.60154663771391,132223,816,867.5
legacy,h9_prune_adapt,53,,1015.8125,0.9609375,23.626944296061993,144935,915,969.1111111111111
legacy,h9_prune_adapt,54,,939.171875,0.984375,22.354924108833075,136190,1027,920.75
legacy,h9_prune_adapt,55,,922.015625,0.9765625,23.139395911246538,134505,947,923.625
legacy,h9_prune_adapt,56,,859.4765625,0.9765625,25.02631376683712,127309,931,859
legacy,h9_prune_adapt,57,,773,1,19.551361698657274,115795,867,815.5714285714286
legacy,h9_prune_adapt,58,,874.921875,0.96875,19.30204939842224,126792,773,879.875
legacy,h9_prune_adapt,59,,891.7890625,0.984375,21.527448389679193,130328,883,888.375
legacy,h9_prune_adapt,60,,883.078125,0.9765625,20.92732223495841,131421,900,912.5
legacy,h9_prune_adapt,61,,853.6875,0.9921875,22.723988760262728,127771,889,862.875
legacy,h9_prune_adapt,62,,848.90625,0.9765625,25.686549317091703,127016,855,887.125
legacy,h9_prune_adapt,63,,836.6171875,0.984375,21.149638690054417,124446,855,797.5
legacy,h9_prune_adapt,64,,747.4609375,0.9921875,18.69733565300703,115361,839,795.1428571428571
legacy,h9_prune_adapt,65,,796.4296875,0.9921875,19.902617439627647,118799,748,835.8571428571429
legacy,h9_prune_adapt,66,,835.1171875,0.984375,20.531770948320627,123700,799,929.5
legacy,h9_prune_adapt,67,,900.6796875,0.9921875,20.152550991624594,131637,838,823.25
legacy,h9_prune_adapt,68,,805.3515625,0.984375,19.31909065321088,117980,901,844.2857142857143
legacy,h9_prune_adapt,69,,766,1,21.797280333936214,113765,812,786
legacy,h9_prune_adapt,70,,815.5,0.9921875,22.53900011256337,121757,766,806.5714285714286
legacy,h9_prune_adapt,71,,827.0625,0.9609375,19.31968305632472,122366,816,832.125
legacy,h9_prune_adapt,72,,839.0390625,0.984375,24.009073119610548,124368,830,872.625
legacy,h9_prune_adapt,73,,845.3359375,0.96875,20.932275723665953,126013,842,872.25
legacy,h9_prune_adapt,76,,13959.328125,0.578125,859.9440442062914,1803662,16384,641.25
legacy,h9_prune_adapt,77,,564,1,17.275571156293154,88143,16384,635.6666666666666
legacy,h9_prune_adapt,78,,673.3515625,0.984375,16.134589228779078,103295,564,760.3333333333334
legacy,h9_prune_adapt,79,,805,1,22.668355340138078,119813,677,856.8571428571429
legacy,h9_prune_adapt,80,,871.671875,0.9921875,19.48618201352656,128371,805,929.375
legacy,h9_prune_adapt,81,,920.7890625,0.984375,22.609665362164378,135347,876,903.75
legacy,h9_prune_adapt,82,,961.234375,0.984375,27.60327736288309,139111,928,1040.125
legacy,h9_prune_adapt,83,,1013.4375,0.9921875,23.944726388901472,147751,962,890.6666666666666
legacy,h9_prune_adapt,84,,857.3515625,0.9765625,21.405157772824168,125465,1014,921.5
legacy,h9_prune_adapt,85,,941.6953125,0.9921875,27.73743042908609,136717,864,1000.125
legacy,h9_prune_adapt,86,,1094,1,23.584052501246333,157437,946,1044.7
legacy,h9_prune_adapt,87,,1027.578125,0.9609375,24.310134820640087,149536,1094,1064.6666666666667
legacy,h9_prune_adapt,88,,1029.8984375,0.9765625,30.28206652775407,149502,1043,1057.7777777777778
legacy,h9_prune_adapt,89,,1086.7734375,0.96875,25.697883879765868,156187,1035,1108.888888888889
legacy,h9_prune_adapt,90,,1253.984375,0.9765625,30.36634672060609,176694,1100,1155.090909090909
legacy,h9_prune_adapt,91,,1080.7578125,0.9921875,24.203484067693353,155732,1260,1071.2222222222222
