arm	step	val_acc	val_reward	train_score_mean	resp_len_mean	resp_len_max	resp_clip_ratio	resp_len_mean_non_aborted	prompt_len_mean	entropy_actor	entropy_student	entropy_teacher_topk	entropy_gap_abs	ppo_kl	distill_ppo_kl	rollout_kl	rollout_k3_kl	eos_dl_at_stop	eos_dl_at_stop_raw	eos_dstop_novel	eos_dstop_rep	eos_dstop_pos0_100	eos_dstop_pos100_500	eos_dstop_pos500_2k	eos_dstop_pos2k_up
vanilla_corr	1			0.015625	660.28125	16384.0	0.0078125	660.28125	122.5234375	1.8448870182037354	1.9314242998758953	0.8423553432027499	1.1845098336537678	0.0	0.0	0.0011282481718808413	0.0009765807772055268	-4.178096771240234	-14.56155808766683	-0.0010033571888925508	-0.0004597815789111337	-0.002912529293098487	-0.0005555201181171773	-0.0006828867375361369	-0.000247035532083828
vanilla_corr	2			0.046875	790.7734375	16384.0	0.0078125	790.7734375	127.7265625	2.2216415405273438	2.1732385584286282	1.0185159615107946	1.290720637355532	0.0	0.0	0.0010665750596672297	0.0010823534103110433	-3.5323092937469482	-16.491068158830917	-0.000835559592815116	-0.00023313366740954474	-0.002687406327043261	-0.00044983656659626704	-0.00038751098950992206	-0.00029822233675856424
vanilla_corr	3			0.0	1596.9609375	16384.0	0.03125	1596.9609375	134.2265625	2.901158332824707	2.902952597742634	1.0193523303397731	1.9574814356331314	0.0	0.0	0.001301953918300569	0.001117250300012529	-3.653069087437221	-12.128219604492188	-0.0016625739273357404	-0.00013627010207528656	-0.002393612956698884	-0.00040461750133350245	-0.0004961844367374267	-0.00020178531568555108
vanilla_corr	4			0.0	1300.2578125	16384.0	0.0078125	1300.2578125	130.09375	2.4292826652526855	2.50836764027675	0.907055826857686	1.6675822747250397	0.0	0.0	0.0011019259691238403	0.0009808745235204697	-4.780028363068898	-16.73455246289571	-0.000961336028315903	-0.0002291398122906685	-0.002957883984587776	-0.0007960745861055329	-0.0004968307766830549	-0.0002290770753461402
vanilla_corr	5			0.015625	1388.921875	16384.0	0.03125	1388.921875	141.3671875	2.92952823638916	2.942960902078388	1.198114010117327	1.8098976313679789	0.0	0.0	0.0011734252329915762	0.0011295222211629152	-2.5069735447565713	-12.484217484792074	-0.0029428318524272377	-0.000243851934290736	-0.002651038477779366	-0.0005073321911671277	-0.0005677423224976034	-0.00026075881184321287
vanilla_corr	6			0.0234375	1180.59375	16384.0	0.0078125	1180.59375	125.8203125	1.4489164352416992	1.500613801361231	0.7530018292335708	0.845588642204265	0.0	0.0	0.0008309455588459969	0.0008055011858232319	-5.579863851720637	-16.5625469901345	-0.001518703974480476	-0.00023111228933781933	-0.0020485759920451196	-0.000466379601427682	-0.0005558094309518227	-0.0002718358881772722
vanilla_corr	7			0.0078125	1381.84375	16384.0	0.015625	1381.84375	122.328125	2.1071176528930664	2.1348729310557246	0.8691411584150046	1.352291244858255	0.0	0.0	0.0009549067472107708	0.0009685206459835172	-4.643488228321075	-15.21974245707194	-0.0008013291911386963	-0.0002475431768438341	-0.0021561705580097623	-0.00038148065007703735	-0.0005379454877498802	-0.0002602143347303354
vanilla_corr	8			0.03125	1119.3046875	12103.0	0.0	1119.3046875	130.34375	1.7114372253417969	1.6941029988229275	0.7237310256808996	1.082879863679409	0.0	0.0	0.0008049868047237396	0.0009420650894753635	-6.096623253822327	-20.58998374938965	-0.0008168531232513488	-0.0001930592905409867	-0.002090970135759562	-0.0004471415530133527	-0.00045082049909979106	-0.0002638886846398236
vanilla_corr	9			0.015625	1224.4296875	16384.0	0.015625	1224.4296875	136.1328125	1.611478328704834	1.6074081700803204	0.6917519139268816	1.0199082147922705	0.0	0.0	0.0008316981256939471	0.0008531773346476257	-4.514636299826882	-16.915128361095082	-0.0010487494099916976	-0.0002655189161580231	-0.002077580322458578	-0.0005615110389230308	-0.00041116747726215925	-0.00030120178868483805
vanilla_corr	10			0.015625	1194.0078125	16384.0	0.0078125	1194.0078125	130.421875	1.4989352226257324	1.4957067053765059	0.7588107109069824	0.8489542409777642	0.0	0.0	0.0008362523512914777	0.0008836681954562664	-3.8268321812152863	-18.888924980163573	-0.0016503995895618573	-0.00018034241111308802	-0.002074621593055781	-0.000346239163923201	-0.00045767500705551356	-0.00022378874018613715
vanilla_corr	11			0.046875	1492.359375	16384.0	0.03125	1492.359375	132.6328125	2.462671995162964	2.4503457319492905	1.011420331743116	1.5651863656866436	0.0	0.0	0.00109981675632298	0.001108515658415854	-2.141386032104492	-14.770153485811674	-0.0014978386885699225	-0.00024245840796328804	-0.0019534853390023974	-0.00038887365819671407	-0.000500750343864918	-0.00024070406820660888
vanilla_corr	12			0.0234375	1552.3515625	16384.0	0.015625	1552.3515625	136.171875	2.1065778732299805	2.0739647356363444	0.9321802602364466	1.2616956394452314	0.0	0.0	0.0009915359551087022	0.0011173584498465061	-4.207955956459045	-18.452735314002403	-0.00047791797484163766	-0.00012333202669022005	-0.0012178405416377175	-0.00041364715623505897	-0.00042043711751970335	-0.00022726859606336802
vanilla_corr	13			0.0	1959.765625	16384.0	0.03125	1959.765625	138.8203125	1.7411805391311646	1.8055139652809458	0.728230243521359	1.1886401568703793	0.0	0.0	0.0008164190803654492	0.000829925702419132	-8.533147173769335	-22.203924852259018	-0.0023042750788804635	-0.0001775692340101266	-0.001326958399337908	-0.00047316572980428325	-0.0003451804514243657	-0.00014380056010101244
vanilla_corr	14			0.03125	1640.4609375	16384.0	0.0234375	1640.4609375	123.078125	1.0857481956481934	1.1504124222057206	0.5259860583714077	0.7488615719734558	0.0	0.0	0.0006320072570815682	0.0006743010599166155	-3.5096361807414462	-16.914514814104354	-0.00045983499603607925	-0.00012946918628082521	-0.0011528873510542326	-0.000568367436634227	-0.0003306281199521826	-0.00025732295947429
vanilla_corr	15			0.0546875	1485.578125	16384.0	0.015625	1485.578125	121.234375	1.411921501159668	1.4102277563741574	0.7740789012123759	0.7777936347187139	0.0	0.0	0.0012799424584954977	0.0009644247475080192	-2.7864234814277062	-17.831164139967697	-0.001991668834727114	-0.0001443220566076119	-0.001137403172973651	-0.00038315227524995303	-0.000498476620123256	-0.0002795940168792955
